,ResponseId,MainBranch,Employment,RemoteWork,CodingActivities,EdLevel,LearnCode,LearnCodeOnline,LearnCodeCoursesCert,YearsCode,YearsCodePro,DevType,OrgSize,PurchaseInfluence,BuyNewTool,Country,Currency,CompTotal,CompFreq,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSysProfessional use,OpSysPersonal use,VersionControlSystem,VCInteraction,VCHostingPersonal use,VCHostingProfessional use,OfficeStackAsyncHaveWorkedWith,OfficeStackAsyncWantToWorkWith,OfficeStackSyncHaveWorkedWith,OfficeStackSyncWantToWorkWith,Blockchain,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,Age,Gender,Trans,Sexuality,Ethnicity,Accessibility,MentalHealth,TBranch,ICorPM,WorkExp,Knowledge_1,Knowledge_2,Knowledge_3,Knowledge_4,Knowledge_5,Knowledge_6,Knowledge_7,Frequency_1,Frequency_2,Frequency_3,TimeSearching,TimeAnswering,Onboarding,ProfessionalTech,TrueFalse_1,TrueFalse_2,TrueFalse_3,SurveyLength,SurveyEase,ConvertedCompYearly
80,15024,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",I don’t code outside of work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification;Colleague","Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online challenges (e.g., daily or weekly coding challenges);How-to videos;Interactive tutorial",Pluralsight,9,5,"Developer, front-end;Developer, full-stack;Developer, back-end;Data or business analyst",500 to 999 employees,I have little or no influence,Start a free trial;Ask developers I know/work with,South Africa,ZAR	South African rand,50000.0,Monthly,C#;HTML/CSS;JavaScript;Kotlin;SQL;TypeScript,C#;F#;Go;HTML/CSS;JavaScript;Kotlin;Python;SQL;TypeScript,Microsoft SQL Server;MongoDB;Redis,Cloud Firestore;Elasticsearch;Microsoft SQL Server;MongoDB;Redis,Microsoft Azure,Firebase;Google Cloud;Microsoft Azure,Angular;ASP.NET;ASP.NET Core ;React.js,Angular;ASP.NET Core ,.NET,.NET;Flutter;NumPy;Pandas;Scikit-learn;TensorFlow;Torch/PyTorch,Docker;Kubernetes;npm,Docker;Kubernetes;npm,Android Studio;PyCharm;Rider;Visual Studio;Visual Studio Code;Webstorm,Android Studio;PyCharm;Rider;Visual Studio Code;Webstorm,Windows;Windows Subsystem for Linux (WSL),Windows;Windows Subsystem for Linux (WSL),Git,Command-line;Dedicated version control GUI application,,,Confluence;Trello,,Microsoft Teams;Slack;Zoom,Slack;Zoom,Very unfavorable,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",25-34 years old,Man,No,Straight / Heterosexual,White;African,,"I have an anxiety disorder;I have a concentration and/or memory disorder (e.g., ADHD, etc.)",Yes,Independent contributor,5.0,Agree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Agree,1-2 times a week,1-2 times a week,1-2 times a week,30-60 minutes a day,15-30 minutes a day,Just right,Microservices,No,Yes,Yes,Appropriate in length,Easy,37932.0
81,15622,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Fully remote,Hobby;Bootstrapping a business;Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","School (i.e., University, College, etc)",,,4,1,"Developer, full-stack",2 to 9 employees,I have a great deal of influence,Ask developers I know/work with,South Africa,ZAR	South African rand,,,HTML/CSS;JavaScript;PHP;SQL,Python;TypeScript,MySQL,,AWS,Microsoft Azure,Laravel;React.js;Vue.js,Next.js;Nuxt.js,,,npm,Docker,Visual Studio Code,IPython/Jupyter,Windows,Windows,Git,Command-line,,,,,Zoom,,Favorable,Stack Overflow;Stack Exchange,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",18-24 years old,Man,No,Straight / Heterosexual,African,None of the above,None of the above,Yes,People manager,1.0,Neither agree nor disagree,,,,,,,,,,15-30 minutes a day,Less than 15 minutes a day,Somewhat long,None of these,Yes,Yes,Yes,Too long,Easy,
82,15961,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Full in-person,Hobby;Bootstrapping a business,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","School (i.e., University, College, etc)",,,12,9,"Developer, front-end;Developer, full-stack;Developer, back-end;Database administrator;Developer, embedded applications or devices;Cloud infrastructure engineer;Designer",2 to 9 employees,I have a great deal of influence,Visit developer communities like Stack Overflow;Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd,South Africa,ZAR	South African rand,100000.0,Monthly,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Microsoft Azure,ASP.NET Core ;Blazor,ASP.NET Core ;Blazor,.NET,,,,Visual Studio,Visual Studio,Windows,Windows,Git,Version control hosting service web GUI;Dedicated version control GUI application,,,Trello,Confluence,Slack,Slack,Unfavorable,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,Less than once per month or monthly,"Yes, definitely",25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,"I have a concentration and/or memory disorder (e.g., ADHD, etc.);I have learning differences (e.g., Dyslexic, Dyslexia, etc.)",No,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,75864.0
83,16188,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby;Contribute to open-source projects,Some college/university study without earning a degree,"Books / Physical media;Friend or family member;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)",Technical documentation;Blogs;Written Tutorials;Stack Overflow,,27,20,"Developer, front-end;Engineer, site reliability;Developer, full-stack;Developer, back-end;DevOps specialist;System administrator","1,000 to 4,999 employees",I have some influence,Start a free trial;Visit developer communities like Stack Overflow,South Africa,ZAR	South African rand,653989.0,Yearly,Bash/Shell;HTML/CSS;Java;JavaScript;Python;SQL,Python;Rust,PostgreSQL;Redis,PostgreSQL,,,Angular,,GTK,,Ansible;Docker,,Vim;Visual Studio Code,Visual Studio Code,Linux-based,Linux-based,Git,Code editor;Command-line,,,Confluence,,Microsoft Teams,,Favorable,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per month or weekly,"Yes, somewhat",35-44 years old,Man,No,Straight / Heterosexual,European,None of the above,None of the above,Yes,Independent contributor,20.0,Agree,Agree,Neither agree nor disagree,Disagree,Agree,Disagree,Agree,1-2 times a week,3-5 times a week,1-2 times a week,30-60 minutes a day,Over 120 minutes a day,Somewhat long,DevOps function;Microservices;Continuous integration (CI) and (more often) continuous delivery;Automated testing,No,No,No,Appropriate in length,Neither easy nor difficult,41345.0
84,16264,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time",Fully remote,Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification",Blogs;Stack Overflow,Udemy;Other,5,1,Data or business analyst,20 to 99 employees,I have some influence,Start a free trial;Ask developers I know/work with,South Africa,ZAR	South African rand,40000.0,Monthly,PowerShell;Python;R;SQL,,PostgreSQL,,AWS;Heroku,Microsoft Azure,Django,Django,Scikit-learn;Tidyverse,Scikit-learn;Tidyverse,,,RStudio;Visual Studio Code,RStudio;Visual Studio Code,Windows,Linux-based;Windows,Git,Command-line,,,Microsoft Planner;Trello,Microsoft Planner;Trello,Microsoft Teams;Zoom,Microsoft Teams,Indifferent,Stack Overflow,Multiple times per day,Yes,A few times per month or weekly,"Yes, somewhat",25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,I have an anxiety disorder,No,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,30348.0
85,16295,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification;Colleague",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online books;Online forum;How-to videos;Interactive tutorial,Udemy,8,Less than 1 year,Other (please specify):,"5,000 to 9,999 employees",I have little or no influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,South Africa,ZAR	South African rand,504000.0,Yearly,Clojure;JavaScript;Ruby;SQL;VBA,Clojure;TypeScript,Microsoft SQL Server;PostgreSQL,PostgreSQL,Heroku,AWS;DigitalOcean,Ruby on Rails,React.js,,,npm,,Visual Studio Code,Visual Studio Code,Windows,Windows Subsystem for Linux (WSL),Git,Code editor;Command-line,,,,,Microsoft Teams,Microsoft Teams,Favorable,Stack Overflow;Stack Exchange,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",25-34 years old,Man,No,Straight / Heterosexual,White;African,None of the above,None of the above,Yes,Independent contributor,4.0,Agree,Strongly agree,Neither agree nor disagree,Agree,Disagree,Agree,Strongly agree,1-2 times a week,3-5 times a week,1-2 times a week,30-60 minutes a day,15-30 minutes a day,Somewhat long,None of these,Yes,Yes,No,Appropriate in length,Easy,31862.0
86,16454,I am a developer by profession,"Employed, full-time;Independent contractor, freelancer, or self-employed",Fully remote,Hobby;Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Video-based Online Courses;How-to videos;Written-based Online Courses;Interactive tutorial;Coding sessions (live or recorded),,7,2,"Developer, full-stack",100 to 499 employees,I have little or no influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Research companies that have advertised on sites I visit,South Africa,ZAR	South African rand,17000.0,Monthly,Bash/Shell;C#;Delphi;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL;TypeScript,HTML/CSS;JavaScript;Python;TypeScript,Cloud Firestore;DynamoDB;Microsoft SQL Server;MongoDB;MySQL;Firebase Realtime Database,Cassandra;Cloud Firestore;DynamoDB;Elasticsearch;MongoDB;Firebase Realtime Database;Redis;SQLite,AWS;Firebase;Google Cloud;Heroku;Linode;Microsoft Azure,DigitalOcean;Firebase;Google Cloud,Angular;ASP.NET;ASP.NET Core ;Blazor;Express;jQuery;Node.js;React.js;Vue.js,Angular;Next.js;Node.js;Nuxt.js;Vue.js,.NET;Flutter;NumPy;Pandas,Apache Kafka;Electron;React Native;TensorFlow,Docker;Kubernetes;npm;Terraform,npm;Yarn,"Android Studio;RAD Studio (Delphi, C++ Builder);Visual Studio;Visual Studio Code",IntelliJ;Visual Studio Code,Windows;Windows Subsystem for Linux (WSL),Windows,Git,Command-line;Dedicated version control GUI application,,,Asana;monday.com,Asana;Stack Overflow for Teams,Microsoft Teams;Slack;Zoom,Google Chat,Unfavorable,Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies);Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per week,"Yes, somewhat",18-24 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Yes,Independent contributor,2.0,Agree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly agree,Never,1-2 times a week,1-2 times a week,60-120 minutes a day,15-30 minutes a day,Somewhat long,Continuous integration (CI) and (more often) continuous delivery,Yes,Yes,Yes,Appropriate in length,Easy,12900.0
87,16477,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Fully remote,Hobby,Some college/university study without earning a degree,"Other online resources (e.g., videos, blogs, forum)",Technical documentation;Blogs;Stack Overflow;Video-based Online Courses;How-to videos;Coding sessions (live or recorded),,30,27,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Developer, QA or test;Developer, mobile;Developer, embedded applications or devices;Developer, game or graphics;Project manager;Designer;System administrator",2 to 9 employees,I have a great deal of influence,Start a free trial;Visit developer communities like Stack Overflow,South Africa,ZAR	South African rand,1200000.0,Yearly,C#;C++;Delphi;HTML/CSS;Java;JavaScript;PHP,C#;C++;Delphi;HTML/CSS;Java;JavaScript;PHP,MongoDB;MySQL;PostgreSQL;SQLite,MySQL;SQLite,Firebase,Firebase,jQuery,jQuery;Node.js;React.js,,,npm;Unreal Engine,npm;Unreal Engine,"Android Studio;Eclipse;RAD Studio (Delphi, C++ Builder);Visual Studio","Eclipse;RAD Studio (Delphi, C++ Builder);Visual Studio",Linux-based;Windows,Linux-based;Windows,Git,Code editor,,,,,Google Chat;Microsoft Teams;Zoom,Google Chat;Microsoft Teams,Favorable,Stack Overflow,A few times per month or weekly,Yes,Less than once per month or monthly,Neutral,45-54 years old,Man,No,Straight / Heterosexual,White,None of the above,I have an anxiety disorder,Yes,People manager,27.0,Strongly disagree,Disagree,Strongly disagree,Agree,Agree,Agree,Disagree,1-2 times a week,1-2 times a week,Never,Less than 15 minutes a day,Less than 15 minutes a day,Very long,Automated testing,Yes,Yes,Yes,Appropriate in length,Easy,75863.0
88,16561,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;School (i.e., University, College, etc);On the job training",,,6,Less than 1 year,Other (please specify):,"10,000 or more employees",I have little or no influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd,South Africa,ZAR	South African rand,208000.0,Yearly,Python,Bash/Shell;C;Haskell;JavaScript;Python;TypeScript,MySQL;PostgreSQL,DynamoDB;MongoDB;PostgreSQL,AWS;Firebase,AWS;Microsoft Azure,React.js,Django;React.js,NumPy;Pandas;Scikit-learn,Apache Spark;Hadoop;Keras;NumPy;Pandas;Scikit-learn;TensorFlow,Docker;npm,Docker;Kubernetes;npm;Terraform,IPython/Jupyter;Neovim;Visual Studio Code,IPython/Jupyter;Neovim;Visual Studio Code,Linux-based,Linux-based,Git,Command-line,,,Jira Work Management,Jira Work Management,Microsoft Teams;Slack,Microsoft Teams;Slack,Favorable,Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies);Stack Overflow;Stack Exchange,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,Neutral,18-24 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,No,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,13150.0
89,16708,I am a developer by profession,"Employed, full-time",Fully remote,Hobby;Contribute to open-source projects,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)","Technical documentation;Blogs;Programming Games;Online books;Online challenges (e.g., daily or weekly coding challenges)",,25,22,"Developer, full-stack;Developer, back-end",20 to 99 employees,I have some influence,Other (please specify):,South Africa,ZAR	South African rand,,Monthly,Haskell;HTML/CSS;JavaScript;SQL;TypeScript,Haskell;HTML/CSS;JavaScript;SQL;TypeScript,PostgreSQL,PostgreSQL,AWS,AWS,Node.js;Nuxt.js;React.js;Vue.js,Node.js;Nuxt.js;React.js;Vue.js,,,npm,,Neovim;Visual Studio Code,Neovim;Visual Studio Code,Linux-based;macOS,Linux-based,Git,Command-line,,,,,Slack;Zoom,,Indifferent,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,Neutral,35-44 years old,Man,No,Straight / Heterosexual,White;African,None of the above,None of the above,No,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,
90,16713,I am a developer by profession,"Employed, full-time",Fully remote,Hobby;Contribute to open-source projects,Some college/university study without earning a degree,"Books / Physical media;Other online resources (e.g., videos, blogs, forum)",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online books;Online forum;How-to videos,,33,25,"Developer, full-stack;Developer, back-end;Senior Executive (C-Suite, VP, etc.);System administrator",10 to 19 employees,I have a great deal of influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,South Africa,ZAR	South African rand,148000.0,Monthly,Bash/Shell;Elixir;Haskell;JavaScript;Lua;SQL;TypeScript,Bash/Shell;Haskell;SQL,DynamoDB;MongoDB;PostgreSQL;SQLite,PostgreSQL;SQLite,AWS,AWS,Node.js,,NumPy;Pandas,,Docker;npm,Docker,Neovim;Visual Studio Code,Neovim,Linux-based,Linux-based,Git,Code editor;Command-line,,,Notion;Trello,Notion,Google Chat;Slack;Zoom,Slack,Very unfavorable,Collectives on Stack Overflow;Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies);Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,Less than once per month or monthly,"No, not really",45-54 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Yes,Independent contributor,25.0,Strongly agree,Disagree,Strongly agree,Agree,Agree,Disagree,Disagree,3-5 times a week,10+ times a week,1-2 times a week,15-30 minutes a day,Over 120 minutes a day,Somewhat long,DevOps function;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery,Yes,Yes,Yes,Appropriate in length,Easy,112272.0
91,16809,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Fully remote,Bootstrapping a business,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);Online Courses or Certification;Colleague","Technical documentation;Blogs;Written Tutorials;Stack Overflow;Video-based Online Courses;How-to videos;Auditory material (e.g., podcasts)",Pluralsight,10,6,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Developer, mobile;Developer, game or graphics;Project manager;Product manager;System administrator","Just me - I am a freelancer, sole proprietor, etc.",I have a great deal of influence,Visit developer communities like Stack Overflow;Ask developers I know/work with,South Africa,ZAR	South African rand,60000.0,Monthly,C#,C#,Microsoft SQL Server;PostgreSQL;SQLite,PostgreSQL;SQLite,Linode;Microsoft Azure,Linode,ASP.NET Core ;Blazor,ASP.NET Core ;Blazor,.NET;Xamarin,.NET;Xamarin,Docker;Kubernetes,Docker;Kubernetes,Visual Studio;Visual Studio Code,Visual Studio;Visual Studio Code,Windows,Windows,Git,Dedicated version control GUI application,,,Confluence;Jira Work Management,,Slack,Slack,Very unfavorable,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"No, not really",45-54 years old,Man,No,Straight / Heterosexual,White,,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,45516.0
